('', '2', '3', '5', '7', '89', '461', '235789461', 9)
('', '5', '61', '2', '7', '89', '43', '561278943', 9)
('', '5', '61', '2', '43', '7', '89', '561243789', 9)
('', '5', '61', '2', '43', '89', '7', '561243897', 9)
('', '5', '61', '2', '47', '3', '89', '561247389', 9)
('', '5', '61', '2', '47', '89', '3', '561247893', 9)
('', '5', '61', '2', '89', '3', '47', '561289347', 9)
('', '5', '61', '2', '89', '7', '43', '561289743', 9)
('', '5', '61', '2', '89', '43', '7', '561289437', 9)
('', '5', '61', '2', '89', '47', '3', '561289473', 9)
('', '5', '61', '3', '2', '47', '89', '561324789', 9)
('', '5', '61', '3', '2', '89', '47', '561328947', 9)
('', '5', '61', '3', '47', '2', '89', '561347289', 9)
('', '5', '61', '3', '47', '89', '2', '561347892', 9)
('', '5', '61', '3', '89', '2', '47', '561389247', 9)
('', '5', '61', '3', '89', '47', '2', '561389472', 9)
('', '5', '61', '7', '2', '43', '89', '561724389', 9)
('', '5', '61', '7', '2', '89', '43', '561728943', 9)
('', '5', '61', '7', '43', '2', '89', '561743289', 9)
('', '5', '61', '7', '43', '89', '2', '561743892', 9)
('', '5', '61', '7', '89', '2', '43', '561789243', 9)
('', '5', '61', '7', '89', '43', '2', '561789432', 9)
('', '5', '61', '43', '2', '7', '89', '561432789', 9)
('', '5', '61', '43', '2', '89', '7', '561432897', 9)
('', '5', '61', '43', '7', '2', '89', '561437289', 9)
('', '5', '61', '43', '7', '89', '2', '561437892', 9)
('', '5', '61', '43', '89', '2', '7', '561438927', 9)
('', '5', '61', '43', '89', '7', '2', '561438972', 9)
('', '5', '61', '47', '2', '3', '89', '561472389', 9)
('', '5', '61', '47', '2', '89', '3', '561472893', 9)
('', '5', '61', '47', '3', '2', '89', '561473289', 9)
('', '5', '61', '47', '3', '89', '2', '561473892', 9)
('', '5', '61', '47', '89', '2', '3', '561478923', 9)
('', '5', '61', '47', '89', '3', '2', '561478932', 9)
('', '5', '61', '89', '2', '3', '47', '561892347', 9)
('', '5', '61', '89', '2', '7', '43', '561892743', 9)
('', '5', '61', '89', '2', '43', '7', '561892437', 9)
('', '5', '61', '89', '2', '47', '3', '561892473', 9)
('', '5', '61', '89', '3', '2', '47', '561893247', 9)
('', '5', '61', '89', '3', '47', '2', '561893472', 9)
('', '5', '61', '89', '7', '2', '43', '561897243', 9)
('', '5', '61', '89', '7', '43', '2', '561897432', 9)
('', '5', '61', '89', '43', '2', '7', '561894327', 9)
('', '5', '61', '89', '43', '7', '2', '561894372', 9)
('', '5', '61', '89', '47', '2', '3', '561894723', 9)
('', '5', '61', '89', '47', '3', '2', '561894732', 9)
('', '5', '67', '2', '3', '41', '89', '567234189', 9)
('', '5', '67', '2', '3', '89', '41', '567238941', 9)
('', '5', '67', '2', '41', '3', '89', '567241389', 9)
('', '5', '67', '2', '41', '89', '3', '567241893', 9)
('', '5', '67', '2', '89', '3', '41', '567289341', 9)
('', '5', '67', '2', '89', '41', '3', '567289413', 9)
('', '5', '67', '3', '2', '41', '89', '567324189', 9)
('', '5', '67', '3', '2', '89', '41', '567328941', 9)
('', '5', '67', '3', '41', '2', '89', '567341289', 9)
('', '5', '67', '3', '41', '89', '2', '567341892', 9)
('', '5', '67', '3', '89', '2', '41', '567389241', 9)
('', '5', '67', '3', '89', '41', '2', '567389412', 9)
('', '5', '67', '41', '2', '3', '89', '567412389', 9)
('', '5', '67', '41', '2', '89', '3', '567412893', 9)
('', '5', '67', '41', '3', '2', '89', '567413289', 9)
('', '5', '67', '41', '3', '89', '2', '567413892', 9)
('', '5', '67', '41', '89', '2', '3', '567418923', 9)
('', '5', '67', '41', '89', '3', '2', '567418932', 9)
('', '5', '67', '89', '2', '3', '41', '567892341', 9)
('', '5', '67', '89', '2', '41', '3', '567892413', 9)
('', '5', '67', '89', '3', '2', '41', '567893241', 9)
('', '5', '67', '89', '3', '41', '2', '567893412', 9)
('', '5', '67', '89', '41', '2', '3', '567894123', 9)
('', '5', '67', '89', '41', '3', '2', '567894132', 9)
('', '5', '89', '2', '3', '7', '461', '589237461', 9)
('', '5', '89', '2', '3', '7', '641', '589237641', 9)
('', '5', '89', '2', '3', '41', '67', '589234167', 9)
('', '5', '89', '2', '3', '47', '61', '589234761', 9)
('', '5', '89', '2', '3', '61', '47', '589236147', 9)
('', '5', '89', '2', '3', '67', '41', '589236741', 9)
('', '5', '89', '2', '3', '461', '7', '589234617', 9)
('', '5', '89', '2', '3', '641', '7', '589236417', 9)
('', '5', '89', '2', '7', '3', '461', '589273461', 9)
('', '5', '89', '2', '7', '3', '641', '589273641', 9)
('', '5', '89', '2', '7', '43', '61', '589274361', 9)
('', '5', '89', '2', '7', '61', '43', '589276143', 9)
('', '5', '89', '2', '7', '461', '3', '589274613', 9)
('', '5', '89', '2', '7', '641', '3', '589276413', 9)
('', '5', '89', '2', '41', '3', '67', '589241367', 9)
('', '5', '89', '2', '41', '67', '3', '589241673', 9)
('', '5', '89', '2', '43', '7', '61', '589243761', 9)
('', '5', '89', '2', '43', '61', '7', '589243617', 9)
('', '5', '89', '2', '47', '3', '61', '589247361', 9)
('', '5', '89', '2', '47', '61', '3', '589247613', 9)
('', '5', '89', '2', '61', '3', '47', '589261347', 9)
('', '5', '89', '2', '61', '7', '43', '589261743', 9)
('', '5', '89', '2', '61', '43', '7', '589261437', 9)
('', '5', '89', '2', '61', '47', '3', '589261473', 9)
('', '5', '89', '2', '67', '3', '41', '589267341', 9)
('', '5', '89', '2', '67', '41', '3', '589267413', 9)
('', '5', '89', '2', '461', '3', '7', '589246137', 9)
('', '5', '89', '2', '461', '7', '3', '589246173', 9)
('', '5', '89', '2', '641', '3', '7', '589264137', 9)
('', '5', '89', '2', '641', '7', '3', '589264173', 9)
('', '5', '89', '3', '2', '7', '461', '589327461', 9)
('', '5', '89', '3', '2', '7', '641', '589327641', 9)
('', '5', '89', '3', '2', '41', '67', '589324167', 9)
('', '5', '89', '3', '2', '47', '61', '589324761', 9)
('', '5', '89', '3', '2', '61', '47', '589326147', 9)
('', '5', '89', '3', '2', '67', '41', '589326741', 9)
('', '5', '89', '3', '2', '461', '7', '589324617', 9)
('', '5', '89', '3', '2', '641', '7', '589326417', 9)
('', '5', '89', '3', '7', '2', '461', '589372461', 9)
('', '5', '89', '3', '7', '2', '641', '589372641', 9)
('', '5', '89', '3', '7', '461', '2', '589374612', 9)
('', '5', '89', '3', '7', '641', '2', '589376412', 9)
('', '5', '89', '3', '41', '2', '67', '589341267', 9)
('', '5', '89', '3', '41', '67', '2', '589341672', 9)
('', '5', '89', '3', '47', '2', '61', '589347261', 9)
('', '5', '89', '3', '47', '61', '2', '589347612', 9)
('', '5', '89', '3', '61', '2', '47', '589361247', 9)
('', '5', '89', '3', '61', '47', '2', '589361472', 9)
('', '5', '89', '3', '67', '2', '41', '589367241', 9)
('', '5', '89', '3', '67', '41', '2', '589367412', 9)
('', '5', '89', '3', '461', '2', '7', '589346127', 9)
('', '5', '89', '3', '461', '7', '2', '589346172', 9)
('', '5', '89', '3', '641', '2', '7', '589364127', 9)
('', '5', '89', '3', '641', '7', '2', '589364172', 9)
('', '5', '89', '7', '2', '3', '461', '589723461', 9)
('', '5', '89', '7', '2', '3', '641', '589723641', 9)
('', '5', '89', '7', '2', '43', '61', '589724361', 9)
('', '5', '89', '7', '2', '61', '43', '589726143', 9)
('', '5', '89', '7', '2', '461', '3', '589724613', 9)
('', '5', '89', '7', '2', '641', '3', '589726413', 9)
('', '5', '89', '7', '3', '2', '461', '589732461', 9)
('', '5', '89', '7', '3', '2', '641', '589732641', 9)
('', '5', '89', '7', '3', '461', '2', '589734612', 9)
('', '5', '89', '7', '3', '641', '2', '589736412', 9)
('', '5', '89', '7', '43', '2', '61', '589743261', 9)
('', '5', '89', '7', '43', '61', '2', '589743612', 9)
('', '5', '89', '7', '61', '2', '43', '589761243', 9)
('', '5', '89', '7', '61', '43', '2', '589761432', 9)
('', '5', '89', '7', '461', '2', '3', '589746123', 9)
('', '5', '89', '7', '461', '3', '2', '589746132', 9)
('', '5', '89', '7', '641', '2', '3', '589764123', 9)
('', '5', '89', '7', '641', '3', '2', '589764132', 9)
('', '5', '89', '41', '2', '3', '67', '589412367', 9)
('', '5', '89', '41', '2', '67', '3', '589412673', 9)
('', '5', '89', '41', '3', '2', '67', '589413267', 9)
('', '5', '89', '41', '3', '67', '2', '589413672', 9)
('', '5', '89', '41', '67', '2', '3', '589416723', 9)
('', '5', '89', '41', '67', '3', '2', '589416732', 9)
('', '5', '89', '43', '2', '7', '61', '589432761', 9)
('', '5', '89', '43', '2', '61', '7', '589432617', 9)
('', '5', '89', '43', '7', '2', '61', '589437261', 9)
('', '5', '89', '43', '7', '61', '2', '589437612', 9)
('', '5', '89', '43', '61', '2', '7', '589436127', 9)
('', '5', '89', '43', '61', '7', '2', '589436172', 9)
('', '5', '89', '47', '2', '3', '61', '589472361', 9)
('', '5', '89', '47', '2', '61', '3', '589472613', 9)
('', '5', '89', '47', '3', '2', '61', '589473261', 9)
('', '5', '89', '47', '3', '61', '2', '589473612', 9)
('', '5', '89', '47', '61', '2', '3', '589476123', 9)
('', '5', '89', '47', '61', '3', '2', '589476132', 9)
('', '5', '89', '61', '2', '3', '47', '589612347', 9)
('', '5', '89', '61', '2', '7', '43', '589612743', 9)
('', '5', '89', '61', '2', '43', '7', '589612437', 9)
('', '5', '89', '61', '2', '47', '3', '589612473', 9)
('', '5', '89', '61', '3', '2', '47', '589613247', 9)
('', '5', '89', '61', '3', '47', '2', '589613472', 9)
('', '5', '89', '61', '7', '2', '43', '589617243', 9)
('', '5', '89', '61', '7', '43', '2', '589617432', 9)
('', '5', '89', '61', '43', '2', '7', '589614327', 9)
('', '5', '89', '61', '43', '7', '2', '589614372', 9)
('', '5', '89', '61', '47', '2', '3', '589614723', 9)
('', '5', '89', '61', '47', '3', '2', '589614732', 9)
('', '5', '89', '67', '2', '3', '41', '589672341', 9)
('', '5', '89', '67', '2', '41', '3', '589672413', 9)
('', '5', '89', '67', '3', '2', '41', '589673241', 9)
('', '5', '89', '67', '3', '41', '2', '589673412', 9)
('', '5', '89', '67', '41', '2', '3', '589674123', 9)
('', '5', '89', '67', '41', '3', '2', '589674132', 9)
('', '5', '89', '461', '2', '3', '7', '589461237', 9)
('', '5', '89', '461', '2', '7', '3', '589461273', 9)
('', '5', '89', '461', '3', '2', '7', '589461327', 9)
('', '5', '89', '461', '3', '7', '2', '589461372', 9)
('', '5', '89', '461', '7', '2', '3', '589461723', 9)
('', '5', '89', '461', '7', '3', '2', '589461732', 9)
('', '5', '89', '641', '2', '3', '7', '589641237', 9)
('', '5', '89', '641', '2', '7', '3', '589641273', 9)
('', '5', '89', '641', '3', '2', '7', '589641327', 9)
('', '5', '89', '641', '3', '7', '2', '589641372', 9)
('', '5', '89', '641', '7', '2', '3', '589641723', 9)
('', '5', '89', '641', '7', '3', '2', '589641732', 9)
('', '5', '461', '2', '3', '7', '89', '546123789', 9)
('', '5', '461', '2', '3', '89', '7', '546123897', 9)
('', '5', '461', '2', '7', '3', '89', '546127389', 9)
('', '5', '461', '2', '7', '89', '3', '546127893', 9)
('', '5', '461', '2', '89', '3', '7', '546128937', 9)
('', '5', '461', '2', '89', '7', '3', '546128973', 9)
('', '5', '461', '3', '2', '7', '89', '546132789', 9)
('', '5', '461', '3', '2', '89', '7', '546132897', 9)
('', '5', '461', '3', '7', '2', '89', '546137289', 9)
('', '5', '461', '3', '7', '89', '2', '546137892', 9)
('', '5', '461', '3', '89', '2', '7', '546138927', 9)
('', '5', '461', '3', '89', '7', '2', '546138972', 9)
('', '5', '461', '7', '2', '3', '89', '546172389', 9)
('', '5', '461', '7', '2', '89', '3', '546172893', 9)
('', '5', '461', '7', '3', '2', '89', '546173289', 9)
('', '5', '461', '7', '3', '89', '2', '546173892', 9)
('', '5', '461', '7', '89', '2', '3', '546178923', 9)
('', '5', '461', '7', '89', '3', '2', '546178932', 9)
('', '5', '461', '89', '2', '3', '7', '546189237', 9)
('', '5', '461', '89', '2', '7', '3', '546189273', 9)
('', '5', '461', '89', '3', '2', '7', '546189327', 9)
('', '5', '461', '89', '3', '7', '2', '546189372', 9)
('', '5', '461', '89', '7', '2', '3', '546189723', 9)
('', '5', '461', '89', '7', '3', '2', '546189732', 9)
('', '5', '641', '2', '3', '7', '89', '564123789', 9)
('', '5', '641', '2', '3', '89', '7', '564123897', 9)
('', '5', '641', '2', '7', '3', '89', '564127389', 9)
('', '5', '641', '2', '7', '89', '3', '564127893', 9)
('', '5', '641', '2', '89', '3', '7', '564128937', 9)
('', '5', '641', '2', '89', '7', '3', '564128973', 9)
('', '5', '641', '3', '2', '7', '89', '564132789', 9)
('', '5', '641', '3', '2', '89', '7', '564132897', 9)
('', '5', '641', '3', '7', '2', '89', '564137289', 9)
('', '5', '641', '3', '7', '89', '2', '564137892', 9)
('', '5', '641', '3', '89', '2', '7', '564138927', 9)
('', '5', '641', '3', '89', '7', '2', '564138972', 9)
('', '5', '641', '7', '2', '3', '89', '564172389', 9)
('', '5', '641', '7', '2', '89', '3', '564172893', 9)
('', '5', '641', '7', '3', '2', '89', '564173289', 9)
('', '5', '641', '7', '3', '89', '2', '564173892', 9)
('', '5', '641', '7', '89', '2', '3', '564178923', 9)
('', '5', '641', '7', '89', '3', '2', '564178932', 9)
('', '5', '641', '89', '2', '3', '7', '564189237', 9)
('', '5', '641', '89', '2', '7', '3', '564189273', 9)
('', '5', '641', '89', '3', '2', '7', '564189327', 9)
('', '5', '641', '89', '3', '7', '2', '564189372', 9)
('', '5', '641', '89', '7', '2', '3', '564189723', 9)
('', '5', '641', '89', '7', '3', '2', '564189732', 9)
('', '7', '2', '3', '5', '89', '461', '723589461', 9)
('', '7', '2', '3', '5', '89', '641', '723589641', 9)
('', '7', '2', '3', '5', '461', '89', '723546189', 9)
('', '7', '2', '3', '5', '641', '89', '723564189', 9)
('', '7', '2', '3', '89', '5', '461', '723895461', 9)
('', '7', '2', '3', '89', '5', '641', '723895641', 9)
('', '7', '2', '3', '89', '461', '5', '723894615', 9)
('', '7', '2', '3', '89', '641', '5', '723896415', 9)
('', '7', '2', '3', '461', '5', '89', '723461589', 9)
('', '7', '2', '3', '461', '89', '5', '723461895', 9)
('', '7', '2', '3', '641', '5', '89', '723641589', 9)
('', '7', '2', '3', '641', '89', '5', '723641895', 9)
('', '7', '2', '5', '3', '89', '461', '725389461', 9)
('', '7', '2', '5', '3', '89', '641', '725389641', 9)
('', '7', '2', '5', '3', '461', '89', '725346189', 9)
('', '7', '2', '5', '3', '641', '89', '725364189', 9)
('', '7', '2', '5', '43', '61', '89', '725436189', 9)
('', '7', '2', '5', '43', '89', '61', '725438961', 9)
('', '7', '2', '5', '61', '43', '89', '725614389', 9)
('', '7', '2', '5', '61', '89', '43', '725618943', 9)
('', '7', '2', '5', '89', '3', '461', '725893461', 9)
('', '7', '2', '5', '89', '3', '641', '725893641', 9)
('', '7', '2', '5', '89', '43', '61', '725894361', 9)
('', '7', '2', '5', '89', '61', '43', '725896143', 9)
('', '7', '2', '5', '89', '461', '3', '725894613', 9)
('', '7', '2', '5', '89', '641', '3', '725896413', 9)
('', '7', '2', '5', '461', '3', '89', '725461389', 9)
('', '7', '2', '5', '461', '89', '3', '725461893', 9)
('', '7', '2', '5', '641', '3', '89', '725641389', 9)
('', '7', '2', '5', '641', '89', '3', '725641893', 9)
('', '7', '2', '43', '5', '61', '89', '724356189', 9)
('', '7', '2', '43', '5', '89', '61', '724358961', 9)
('', '7', '2', '43', '61', '5', '89', '724361589', 9)
('', '7', '2', '43', '61', '89', '5', '724361895', 9)
('', '7', '2', '43', '89', '5', '61', '724389561', 9)
('', '7', '2', '43', '89', '61', '5', '724389615', 9)
('', '7', '2', '61', '5', '43', '89', '726154389', 9)
('', '7', '2', '61', '5', '89', '43', '726158943', 9)
('', '7', '2', '61', '43', '5', '89', '726143589', 9)
('', '7', '2', '61', '43', '89', '5', '726143895', 9)
('', '7', '2', '61', '89', '5', '43', '726189543', 9)
('', '7', '2', '61', '89', '43', '5', '726189435', 9)
('', '7', '2', '89', '3', '5', '461', '728935461', 9)
('', '7', '2', '89', '3', '5', '641', '728935641', 9)
('', '7', '2', '89', '3', '461', '5', '728934615', 9)
('', '7', '2', '89', '3', '641', '5', '728936415', 9)
('', '7', '2', '89', '5', '3', '461', '728953461', 9)
('', '7', '2', '89', '5', '3', '641', '728953641', 9)
('', '7', '2', '89', '5', '43', '61', '728954361', 9)
('', '7', '2', '89', '5', '61', '43', '728956143', 9)
('', '7', '2', '89', '5', '461', '3', '728954613', 9)
('', '7', '2', '89', '5', '641', '3', '728956413', 9)
('', '7', '2', '89', '43', '5', '61', '728943561', 9)
('', '7', '2', '89', '43', '61', '5', '728943615', 9)
('', '7', '2', '89', '61', '5', '43', '728961543', 9)
('', '7', '2', '89', '61', '43', '5', '728961435', 9)
('', '7', '2', '89', '461', '3', '5', '728946135', 9)
('', '7', '2', '89', '461', '5', '3', '728946153', 9)
('', '7', '2', '89', '641', '3', '5', '728964135', 9)
('', '7', '2', '89', '641', '5', '3', '728964153', 9)
('', '7', '2', '461', '3', '5', '89', '724613589', 9)
('', '7', '2', '461', '3', '89', '5', '724613895', 9)
('', '7', '2', '461', '5', '3', '89', '724615389', 9)
('', '7', '2', '461', '5', '89', '3', '724615893', 9)
('', '7', '2', '461', '89', '3', '5', '724618935', 9)
('', '7', '2', '461', '89', '5', '3', '724618953', 9)
('', '7', '2', '641', '3', '5', '89', '726413589', 9)
('', '7', '2', '641', '3', '89', '5', '726413895', 9)
('', '7', '2', '641', '5', '3', '89', '726415389', 9)
('', '7', '2', '641', '5', '89', '3', '726415893', 9)
('', '7', '2', '641', '89', '3', '5', '726418935', 9)
('', '7', '2', '641', '89', '5', '3', '726418953', 9)
('', '7', '3', '2', '5', '89', '461', '732589461', 9)
('', '7', '3', '2', '5', '89', '641', '732589641', 9)
('', '7', '3', '2', '5', '461', '89', '732546189', 9)
('', '7', '3', '2', '5', '641', '89', '732564189', 9)
('', '7', '3', '2', '89', '5', '461', '732895461', 9)
('', '7', '3', '2', '89', '5', '641', '732895641', 9)
('', '7', '3', '2', '89', '461', '5', '732894615', 9)
('', '7', '3', '2', '89', '641', '5', '732896415', 9)
('', '7', '3', '2', '461', '5', '89', '732461589', 9)
('', '7', '3', '2', '461', '89', '5', '732461895', 9)
('', '7', '3', '2', '641', '5', '89', '732641589', 9)
('', '7', '3', '2', '641', '89', '5', '732641895', 9)
('', '7', '3', '5', '2', '89', '461', '735289461', 9)
('', '7', '3', '5', '2', '89', '641', '735289641', 9)
('', '7', '3', '5', '2', '461', '89', '735246189', 9)
('', '7', '3', '5', '2', '641', '89', '735264189', 9)
('', '7', '3', '5', '89', '2', '461', '735892461', 9)
('', '7', '3', '5', '89', '2', '641', '735892641', 9)
('', '7', '3', '5', '89', '461', '2', '735894612', 9)
('', '7', '3', '5', '89', '641', '2', '735896412', 9)
('', '7', '3', '5', '461', '2', '89', '735461289', 9)
('', '7', '3', '5', '461', '89', '2', '735461892', 9)
('', '7', '3', '5', '641', '2', '89', '735641289', 9)
('', '7', '3', '5', '641', '89', '2', '735641892', 9)
('', '7', '3', '89', '2', '5', '461', '738925461', 9)
('', '7', '3', '89', '2', '5', '641', '738925641', 9)
('', '7', '3', '89', '2', '461', '5', '738924615', 9)
('', '7', '3', '89', '2', '641', '5', '738926415', 9)
('', '7', '3', '89', '5', '2', '461', '738952461', 9)
('', '7', '3', '89', '5', '2', '641', '738952641', 9)
('', '7', '3', '89', '5', '461', '2', '738954612', 9)
('', '7', '3', '89', '5', '641', '2', '738956412', 9)
('', '7', '3', '89', '461', '2', '5', '738946125', 9)
('', '7', '3', '89', '461', '5', '2', '738946152', 9)
('', '7', '3', '89', '641', '2', '5', '738964125', 9)
('', '7', '3', '89', '641', '5', '2', '738964152', 9)
('', '7', '3', '461', '2', '5', '89', '734612589', 9)
('', '7', '3', '461', '2', '89', '5', '734612895', 9)
('', '7', '3', '461', '5', '2', '89', '734615289', 9)
('', '7', '3', '461', '5', '89', '2', '734615892', 9)
('', '7', '3', '461', '89', '2', '5', '734618925', 9)
('', '7', '3', '461', '89', '5', '2', '734618952', 9)
('', '7', '3', '641', '2', '5', '89', '736412589', 9)
('', '7', '3', '641', '2', '89', '5', '736412895', 9)
('', '7', '3', '641', '5', '2', '89', '736415289', 9)
('', '7', '3', '641', '5', '89', '2', '736415892', 9)
('', '7', '3', '641', '89', '2', '5', '736418925', 9)
('', '7', '3', '641', '89', '5', '2', '736418952', 9)
('', '7', '5', '2', '3', '89', '461', '752389461', 9)
('', '7', '5', '2', '3', '89', '641', '752389641', 9)
('', '7', '5', '2', '3', '461', '89', '752346189', 9)
('', '7', '5', '2', '3', '641', '89', '752364189', 9)
('', '7', '5', '2', '43', '61', '89', '752436189', 9)
('', '7', '5', '2', '43', '89', '61', '752438961', 9)
('', '7', '5', '2', '61', '43', '89', '752614389', 9)
('', '7', '5', '2', '61', '89', '43', '752618943', 9)
('', '7', '5', '2', '89', '3', '461', '752893461', 9)
('', '7', '5', '2', '89', '3', '641', '752893641', 9)
('', '7', '5', '2', '89', '43', '61', '752894361', 9)
('', '7', '5', '2', '89', '61', '43', '752896143', 9)
('', '7', '5', '2', '89', '461', '3', '752894613', 9)
('', '7', '5', '2', '89', '641', '3', '752896413', 9)
('', '7', '5', '2', '461', '3', '89', '752461389', 9)
('', '7', '5', '2', '461', '89', '3', '752461893', 9)
('', '7', '5', '2', '641', '3', '89', '752641389', 9)
('', '7', '5', '2', '641', '89', '3', '752641893', 9)
('', '7', '5', '3', '2', '89', '461', '753289461', 9)
('', '7', '5', '3', '2', '89', '641', '753289641', 9)
('', '7', '5', '3', '2', '461', '89', '753246189', 9)
('', '7', '5', '3', '2', '641', '89', '753264189', 9)
('', '7', '5', '3', '89', '2', '461', '753892461', 9)
('', '7', '5', '3', '89', '2', '641', '753892641', 9)
('', '7', '5', '3', '89', '461', '2', '753894612', 9)
('', '7', '5', '3', '89', '641', '2', '753896412', 9)
('', '7', '5', '3', '461', '2', '89', '753461289', 9)
('', '7', '5', '3', '461', '89', '2', '753461892', 9)
('', '7', '5', '3', '641', '2', '89', '753641289', 9)
('', '7', '5', '3', '641', '89', '2', '753641892', 9)
('', '7', '5', '43', '2', '61', '89', '754326189', 9)
('', '7', '5', '43', '2', '89', '61', '754328961', 9)
('', '7', '5', '43', '61', '2', '89', '754361289', 9)
('', '7', '5', '43', '61', '89', '2', '754361892', 9)
('', '7', '5', '43', '89', '2', '61', '754389261', 9)
('', '7', '5', '43', '89', '61', '2', '754389612', 9)
('', '7', '5', '61', '2', '43', '89', '756124389', 9)
('', '7', '5', '61', '2', '89', '43', '756128943', 9)
('', '7', '5', '61', '43', '2', '89', '756143289', 9)
('', '7', '5', '61', '43', '89', '2', '756143892', 9)
('', '7', '5', '61', '89', '2', '43', '756189243', 9)
('', '7', '5', '61', '89', '43', '2', '756189432', 9)
('', '7', '5', '89', '2', '3', '461', '758923461', 9)
('', '7', '5', '89', '2', '3', '641', '758923641', 9)
('', '7', '5', '89', '2', '43', '61', '758924361', 9)
('', '7', '5', '89', '2', '61', '43', '758926143', 9)
('', '7', '5', '89', '2', '461', '3', '758924613', 9)
('', '7', '5', '89', '2', '641', '3', '758926413', 9)
('', '7', '5', '89', '3', '2', '461', '758932461', 9)
('', '7', '5', '89', '3', '2', '641', '758932641', 9)
('', '7', '5', '89', '3', '461', '2', '758934612', 9)
('', '7', '5', '89', '3', '641', '2', '758936412', 9)
('', '7', '5', '89', '43', '2', '61', '758943261', 9)
('', '7', '5', '89', '43', '61', '2', '758943612', 9)
('', '7', '5', '89', '61', '2', '43', '758961243', 9)
('', '7', '5', '89', '61', '43', '2', '758961432', 9)
('', '7', '5', '89', '461', '2', '3', '758946123', 9)
('', '7', '5', '89', '461', '3', '2', '758946132', 9)
('', '7', '5', '89', '641', '2', '3', '758964123', 9)
('', '7', '5', '89', '641', '3', '2', '758964132', 9)
('', '7', '5', '461', '2', '3', '89', '754612389', 9)
('', '7', '5', '461', '2', '89', '3', '754612893', 9)
('', '7', '5', '461', '3', '2', '89', '754613289', 9)
('', '7', '5', '461', '3', '89', '2', '754613892', 9)
('', '7', '5', '461', '89', '2', '3', '754618923', 9)
('', '7', '5', '461', '89', '3', '2', '754618932', 9)
('', '7', '5', '641', '2', '3', '89', '756412389', 9)
('', '7', '5', '641', '2', '89', '3', '756412893', 9)
('', '7', '5', '641', '3', '2', '89', '756413289', 9)
('', '7', '5', '641', '3', '89', '2', '756413892', 9)
('', '7', '5', '641', '89', '2', '3', '756418923', 9)
('', '7', '5', '641', '89', '3', '2', '756418932', 9)
('', '7', '43', '2', '5', '61', '89', '743256189', 9)
('', '7', '43', '2', '5', '89', '61', '743258961', 9)
('', '7', '43', '2', '61', '5', '89', '743261589', 9)
('', '7', '43', '2', '61', '89', '5', '743261895', 9)
('', '7', '43', '2', '89', '5', '61', '743289561', 9)
('', '7', '43', '2', '89', '61', '5', '743289615', 9)
('', '7', '43', '5', '2', '61', '89', '743526189', 9)
('', '7', '43', '5', '2', '89', '61', '743528961', 9)
('', '7', '43', '5', '61', '2', '89', '743561289', 9)
('', '7', '43', '5', '61', '89', '2', '743561892', 9)
('', '7', '43', '5', '89', '2', '61', '743589261', 9)
('', '7', '43', '5', '89', '61', '2', '743589612', 9)
('', '7', '43', '61', '2', '5', '89', '743612589', 9)
('', '7', '43', '61', '2', '89', '5', '743612895', 9)
('', '7', '43', '61', '5', '2', '89', '743615289', 9)
('', '7', '43', '61', '5', '89', '2', '743615892', 9)
('', '7', '43', '61', '89', '2', '5', '743618925', 9)
('', '7', '43', '61', '89', '5', '2', '743618952', 9)
('', '7', '43', '89', '2', '5', '61', '743892561', 9)
('', '7', '43', '89', '2', '61', '5', '743892615', 9)
('', '7', '43', '89', '5', '2', '61', '743895261', 9)
('', '7', '43', '89', '5', '61', '2', '743895612', 9)
('', '7', '43', '89', '61', '2', '5', '743896125', 9)
('', '7', '43', '89', '61', '5', '2', '743896152', 9)
('', '7', '61', '2', '5', '43', '89', '761254389', 9)
('', '7', '61', '2', '5', '89', '43', '761258943', 9)
('', '7', '61', '2', '43', '5', '89', '761243589', 9)
('', '7', '61', '2', '43', '89', '5', '761243895', 9)
('', '7', '61', '2', '89', '5', '43', '761289543', 9)
('', '7', '61', '2', '89', '43', '5', '761289435', 9)
('', '7', '61', '5', '2', '43', '89', '761524389', 9)
('', '7', '61', '5', '2', '89', '43', '761528943', 9)
('', '7', '61', '5', '43', '2', '89', '761543289', 9)
('', '7', '61', '5', '43', '89', '2', '761543892', 9)
('', '7', '61', '5', '89', '2', '43', '761589243', 9)
('', '7', '61', '5', '89', '43', '2', '761589432', 9)
('', '7', '61', '43', '2', '5', '89', '761432589', 9)
('', '7', '61', '43', '2', '89', '5', '761432895', 9)
('', '7', '61', '43', '5', '2', '89', '761435289', 9)
('', '7', '61', '43', '5', '89', '2', '761435892', 9)
('', '7', '61', '43', '89', '2', '5', '761438925', 9)
('', '7', '61', '43', '89', '5', '2', '761438952', 9)
('', '7', '61', '89', '2', '5', '43', '761892543', 9)
('', '7', '61', '89', '2', '43', '5', '761892435', 9)
('', '7', '61', '89', '5', '2', '43', '761895243', 9)
('', '7', '61', '89', '5', '43', '2', '761895432', 9)
('', '7', '61', '89', '43', '2', '5', '761894325', 9)
('', '7', '61', '89', '43', '5', '2', '761894352', 9)
('', '7', '89', '2', '3', '5', '461', '789235461', 9)
('', '7', '89', '2', '3', '5', '641', '789235641', 9)
('', '7', '89', '2', '3', '461', '5', '789234615', 9)
('', '7', '89', '2', '3', '641', '5', '789236415', 9)
